comments,labels
Ithavanekoodium hit illengil mammunni fansinte idayil nilkan kayiyilla hit kittiyillengil brithiraj ne ettan fans vechekilla,Not_offensive
Powerful. Actor  Manju  variyar.  Super,not-malayalam
Varki annu perillatha edavakakar undo,Not_offensive
3. 5 k dislike nalla kuru pottal anallo chorichil maraan wyt cheyee december 14 vere ellavarudeyum chorichill maati theraaam,Offensive_Untargetede
മാമാങ്കത്തിൽ മാസ്സ് പോരാ എന്ന് പറഞ്ഞവരുടെ അണ്ണാക്കിൽ തിരികുന്നു ഇത് .... പാക്കത്താനെ പോറെ ഇന്ത അസുരന്റെ അട്ടത്തെ...,Not_offensive
Suraj  ettan fans hit like,not-malayalam
സങ്കി ലാൽ,Offensive_Targeted_Insult_Individual
Wow Goosebumps laletan fan aaya enik varee kitti,Not_offensive
SOUBIN FANS LIKE HERE  SOORAJ FANS COMMENT HERE,not-malayalam
Serial killer  sreenath bhaasi 🥰,Not_offensive
Pls forgive me 🥺🥺,not-malayalam
ദിവസവും വ്യൂസ് ഉം ലൈക്‌ ഉം എത്രയായി എന്ന് വന്നു നോക്കുന്ന ഞാൻ... എന്നെപോലെ വേറെ ആരെങ്കിലും ഉണ്ടെങ്കിൽ ലൈക്‌ ചെയ്യൂ,Not_offensive
ade maireada dislike adichirikkunde plastic fans ayirikkum,Offensive_Untargetede
11M views aayo ennu nokkan vannavarundo?,Not_offensive
BGM Semma    from TamilNadu,not-malayalam
Super ..But why so many dislikes ? surprising,not-malayalam
dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool,Not_offensive
9 ന്റെ  ലുക്ക്‌  തോന്നുന്നത് എനിക്ക് മാത്രമോ,Offensive_Targeted_Insult_Individual
Trailer kandittu Ivide ninnum pokan pattunnilla.  Veendum veendum vannu kanunnu.   Oru karyam urapp Manju chechiyude thirichuvaravile ettavum mikacha kadhapathram ath Madhuri thanne aayirikkum.   Asuranukkum mele..  Phars/Worldwide Filmsnodu orapeksha.  December 20 nu thanne UAE yilum release cheyyanam.  Athravare wait cheyyanulla kshama ippol thanne illa..  PPK teaminu ellavidha aasamsalalum....,Not_offensive
ith oru oola padam aayirikum enn manass parayunu,Offensive_Untargetede
Villain Tovino & vivek oberoi ...( just a guess ),not-malayalam
Ividippo Malayalikal kuravanallo  #Lalettan #Prithviraj #Lucifer,Not_offensive
Captain kunjali sparrow,not-malayalam
Wowwww.....BEST OF LUCK LAUNCH IN KANNADA ALSO  KICCHA SUDEEP FANS,not-malayalam
Ente channel onnu 1000 subs aakitharuo plzz... just 358 required..,Not_offensive
ufff All All Die hard ikka fans like here....,not-malayalam
Best of luck from rocking star yash fans karnataka,not-malayalam
32 k dislikes are from mammootty fans..........,not-malayalam
Malayala cinema yude gathi maarunathu chilar ariyunillaa.....,Not_offensive
Prithviraj sukumaran  fans come here,not-malayalam
Manju Warrier   Manju Warrier  Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier Manju Warrier,Not_offensive
ithu tanda mammoty. late aayi vandhalum latest  aayi vanthiduve da,not-malayalam
Its not 'Kola gaandula irukku'...Its 'Kola gaandla iruken' :)),not-malayalam
മഞ്ജു ചേച്ചിക്ക് പൂന്തു വിളയാടാൻ പറ്റിയ സിനിമയാണെന്ന് തോനുന്നു,Not_offensive
Prithviraj suraj ettan fans like,not-malayalam
Cinema kandittu vanna njan matrm aaano,Not_offensive
Good work done by dop ..,not-malayalam
DISLIKE ADICHAVARK  IRIKKATTEE  ORU  KUTHIRA PAVAN......*ejjathi ooolatharam,Offensive_Untargetede
02:18 to 02:24  supper sequences,not-malayalam
E film chutiya kategi..faltu movie hoga pakka..,not-malayalam
Super movie lalettan oru rakshella,Not_offensive
എടാ മോനുസേ ഗുഹൻ മെസ്സ് ആണേ മെമെങ്കം 100 കോലി ആണേ,Offensive_Targeted_Insult_Individual
E Assasincreed  te trailer 2019 lu knnunavr etra perund,Not_offensive
Super Manju mam.... yuu looks promising.. love from Tamilnadu,not-malayalam
Love from Tamilnadu nivin anna fanz,not-malayalam
Who do you support suraj or pritiraj,not-malayalam
വേറൊന്നും കൊണ്ടല്ല... മലയാള സിനിമയിൽ ഇപ്പോഴും മുഴുവനും എറണാകുളം തൃശൂർ ആലപ്പുഴ കോഴിക്കോട് ജില്ല base ചെയ്തുള്ള സിനിമകൾ ആണ്,Not_offensive
Dislike pooranmar neeti oru oombu vecho,Offensive_Untargetede
innale night 189k like undayirunnu. today 129k entha ithu,Not_offensive
aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu,Offensive_Targeted_Insult_Individual
ആരോ ഒരാളല്ല എന്റെ ഏട്ടൻ.... ലാലേട്ടൻ,Not_offensive
ഞാൻ  മലപ്പുറം കാരൻ  ആണ്  ഇതു  എന്തു ഭാഷ  ആണ്  മൈര്  പറയുന്നതു  ചിരിച്ചു  ചിരിച്ചു  വളിപ്പോയി,Offensive_Untargetede
Lalettaa & Rajuettaa go ahead,not-malayalam
Once a king always a king  #Raja,not-malayalam
Dislike adicha alla pundache kunnayole lappantta makkalakum anta Nadu veral നമസ്കാരം,Offensive_Untargetede
Mammokka superb... glamour... but trailor nirashapeduthi...,Not_offensive
What making      #rajuettan,not-malayalam
Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting,not-malayalam
ഏത് ? നമ്മടെ പൂമരം ഒക്കെ ചെയ്ത എബ്രഡ്‌ ഷൈൻ .....,Not_offensive
Potta padangalude ghosha yathra yilanallo malayalathile ² kilavanmarum,Offensive_Targeted_Insult_Individual
Joju Jorge & Chemban Vinod,Not_offensive
Yena padamm da athu yengeoo..     Patha maree irruku....🤔 Aayathayazilathu mathree irruku,not-malayalam
രാജുമോൻെ൨ അടുത്ത പടക്ക൦...പൊട്ടുബോൾ തിയ൨൨൨് കത്താതിരുനനാൽ മതി,Offensive_Targeted_Insult_Individual
Climax koodi kaanichirunenkil padathintey review parayarunnuu,Not_offensive
Ini ippo ella padam achan nte molude Koode akum,Not_offensive
മഞ്ജു ചേച്ചി ഇസ്സ്തം ...  കോവാലൻ കസ്സ്തം ...,Offensive_Targeted_Insult_Individual
Adipouly padam njaan kandhu super super.. chirichu chathakkunuu super jaison ine anu enikku kooduthal ishtaayathu aa flim ilu..🤩 kidukaachi padam.. director ...  you are superbbb,Not_offensive
nalla tholvi padam anennu trailer kandapozhe pidikitti,Offensive_Targeted_Insult_Group
V A sree kumar is indian film joker in malayalam industry fool poda sree kumari myre poyi chavada vatta,Offensive_Targeted_Insult_Individual
1:41 indian flags  ulta kyu hey,not-malayalam
Captain kunjali sparrow,not-malayalam
Innu ivideyangu koodiyekkam..uff nalathe Marana masssss ...,Not_offensive
🤣🤣🤣🤣🤣 kya mazak hai... Hans hans k lotpot ho jaoge BC... Aise movie kon dekta hai??,not-malayalam
Pls dub to tamil..,not-malayalam
Waiting for kaappaan .Suriya and mohanlal combo,not-malayalam
Dislike അടിച്ചവന്മാരെ സമ്മതിക്കണം..  എജ്ജാതി രോദനം.........🤣🤣🤣,Not_offensive
Is it Aadai (tamil film) remake?,not-malayalam
അച്ചായനെ കണ്ട് ഞെട്ടി കിളി പോയവർ ഇവിടെ റിപ്പോർട്ട്‌ ഹേറ്റേഴ്‌സ് നും ആവാം  #Bhaiarrives,Not_offensive
Muriyandi mammunniyude sudappi fansinaanu kuru vallathe pottunnath..,Offensive_Targeted_Insult_Individual
2n part or kuch related kahani nxt hota acha lagta fans ko,not-malayalam
Like we get most liked Malayalam trailer Need 30k like,not-malayalam
Malayalathile nadanmar vere level anu Pani ariyavunna oru director nte kayyil kittiya  matte industry le nadanmar nammude nadanmarude munnil onnummalla...Salim Kumar,Not_offensive
Padikkan pokunna pullare vedakkakan oro kunappanmar immadhiri oro pooonjattile film eduthu undakikolum,Offensive_Targeted_Insult_Group
ikka       like,not-malayalam
ഈ ഒറ്റ പാട്ടു മതി പടത്തിന്റെ റേഞ്ച് മനസിലാക്കാൻ........,Not_offensive
ഗുഹൻസ് ഫാൻസ്‌ ഡിസ്‌ലൈക്ക് പണിയും തുടങ്ങി,Offensive_Targeted_Insult_Group
Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification,Not_offensive
Ethine dislike adicha nainte makkal eatgaaa,Offensive_Untargetede
Ingalu itra nal aayitt inganatha padamgal irakkanjath enthan bhaii...,Not_offensive
Super star bhadran fans like here,not-malayalam
Teaser വരുന്നതിനു മുൻപ് ഇട്ടേക്കുന്ന like മമ്മൂട്ടി എന്ന nadanodulla ആരാധന കൊണ്ടാണെന്ന് mansailaakkaam... ഒരേ ഒരു രാജാവ് എന്ന് സ്വയം prakyapichittum,Offensive_Untargetede
Maraka mystery ulla trailer,Not_offensive
Midun Immanuel Vs crime thriller 🤔🤔🤔🤔🤔🤔,not-malayalam
ഒരു പോത്തൻ വാവ മണക്കുന്നു എന്ന് പറഞ്ഞാൽ ആരാധകർ എന്നെ പഞ്ഞിക്കിടുവോ,Not_offensive
Mohanlal da ....  Vera evan da   Love you thalaiva mohanlal sir   Frm tamilnadu,not-malayalam
Sambavam kidu aan....sherikum parannal malayalam movies inod thanne oru thalparya kuravaayrnnu  kaaranam kandhoke chali...meaningless story aghane aghane pakshe idhinod endho oru interest vannu aghane kandadha ambooo...maranamass idhee pole iniyum malayalam movies undegil onn parann tharaavo....thrilling ayitulla twist undayitulla avasanam karayipich vidana movies,Not_offensive
Visit on link Vov yar so sad made me crying so sad omng  very sad must watch Osmmmosmmmmmmmmmmmmmmmmmmmmm,not-malayalam
JOSHI SIR RETURNES  HEVY TRAILER . EDITORKK IRIKKAtTE ORU KUTHIRAPAVAN,Not_offensive
Lalettan fan from Hyderabad love Lal sir,not-malayalam
Katta waiting  Perunnal pole aaai ee divsam  Ikka minnichekkene,Not_offensive
22K   Dislike enthuttta pattiye ¥ SuPpER teaser,Offensive_Untargetede
Ithil ara hvy ennu parayn pattanillallo... Katta waiting,Not_offensive
Prithividae padam nalla kaaryam but manju indallo  .. pottumennu urappu!,Offensive_Targeted_Insult_Individual
Mammooka pwoli  Mamanga ulsavam aayirikkum Nov 21nu  Katta waiting,Not_offensive
Am Tamil but I love Malayalam movies...kumbalangi nights heroine,not-malayalam
Same like aadai... 'Amala paul''s movie,not-malayalam
Oru njettalum illa romanjavum illa ayye,Not_offensive
ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...,Offensive_Targeted_Insult_Individual
Ante ponno nyla chechi Anna glamara,Not_offensive
Sub +like >< sub + like,not-malayalam
Best of luck laletta! From a mammooka fan,not-malayalam
Too good ....shyju khilad again ... wonderful work,not-malayalam
Enne polle 12 vattathille kuduthalle kandavarre arune,Not_offensive
മലയാളത്തിനും ഉണ്ടെന്ന് പറഞ്ഞേക് അസ്സൽ ത്രില്ലർ  Waiting,Not_offensive
website :-  :-  :-  channel :-,not-malayalam
Satyathil kurachum koodi standard pratheekshichirunnu. Ithu  joshi  style. Kadha ithil ninnum manasilakamallo.,Not_offensive
Lalletante soundine patie paraunna ikka fans  ithreum nall lalletane gambira sound undait alla industry pidich nikkunne kto da makkale kooru pottunne poi pottik,Offensive_Untargetede
Ithrayum pratheekshichillaaa. Ikkayude pilleru tripple allaa 100 madangu strong aahhh,Not_offensive
super lalettan...all d best ..fan from Karnataka,not-malayalam
മമ്മൂക്ക ഫാൻ ആയ ഞാൻ പോലും ലൈക്ക് അടിച്ചു,Not_offensive
എത്ര തച്ചോളികൾ ചിലച്ചാലും കൊല കൊള്ളി ആണ് ഇത്,Offensive_Targeted_Insult_Group
laletta movie kku super response aanalloo,Not_offensive
I am a big MOHANLAL fanss,not-malayalam
RAJA RAJA RAJA MADHURA Veera RAJA,Not_offensive
ALL THE  BEST LALETTAN & TEAM.........,not-malayalam
191 k likes 118 aayallo.. ithenthu marimayaam ...lalapikkal ude kali aano,Offensive_Targeted_Insult_Group
സുദേവ് നായർ fans evide like addi,Not_offensive
Looks good feels like something is missing,not-malayalam
Padam hit laleetan fans like adi,Not_offensive
Dislike adicha mamookante  fanse odu myrukale,Offensive_Targeted_Insult_Group
Best actor movie pole feel ayavar like ADI,Not_offensive
Dislike adichavarkk ente vaka naduviral namskaaram,Offensive_Untargetede
Padam kandavarude pradhana preshanam endhennal...     Veendum veendum padam kanan thonnum  addicted! L,Not_offensive
Prithvi Fans from karnataka hit like.,not-malayalam
THE KING  DAY HBD mammokka,not-malayalam
Romanjification....!!!! Lalettan Masssssssss...!!!! Manju chechi Vere Level !!!,Not_offensive
Ikka fansinte 25 k dislike undallo... dislike adichittu karanjolu,Offensive_Targeted_Insult_Group
Vilan kanndide chiri adakkan pattath njan kannde film  ithannu,Not_offensive
Luv frm Tn🤩....tamilians give a like,not-malayalam
ഓണത്തിന് റിലീസ് ആവുന്ന ലാലേട്ടന്റെയും രാജുവേട്ടന്റെയും ഇച്ചായന്റെയും പടം ഹിറ്റ്‌ ആവുമെന്ന് പ്രതീക്ഷയുള്ളവർ ലൈക് അടി,Not_offensive
Siddiqe sir .sangi laalunniyey vechu padam edukkaruth kashttamayipoai ivan oru pidikkitta sangiyanu,Offensive_Targeted_Insult_Individual
നാണമുണ്ടോടാ ചെറ്റകളെ ഇമ്മാതിരി ഊള പരിപാടി കാണിക്കാൻ  ഒരു ഊള ട്രൈലെർ അത് നിങ്ങൾക്കുതന്നെ അറിയാം എന്നിട്ടും .  ഈ പടമൊക്കെ ഇറങ്ങുന്നത് തന്നെ ആർക്കും അറിയില്ല .  തീയേറ്ററിൽ എത്തിയാൽ ആളുകൾ എടുത്തിട്ടലക്കും  അതുകഴിഞ്ഞാണ് ആമിനതാത്താന്റെ വരവ്  ചരിത്രം എങ്ങനെ കാണിക്കുമെന്ന് കാണാം   കൂടാതെ മുസ്ലിം സ്ലാങ്  മോഹൻലാൽ  ആഹാ അന്തസ്സ്   🤣🤣🤣  100 cr budget സിനിമ ലാഭം കിട്ടാൻ 200 cr ൽ കൂടുതൽ കിട്ടണം  അതിനുവലിയ ബുദ്ധിമുട്ടിലല്ലോ നിങ്ങൾക്ക്,Offensive_Untargetede
മഞ്ജുവാര്യർ തകർത്തു......  ഐ ആം വെയ്റ്റിംഗ്.....,Not_offensive
02:18 to 02:24  supper sequences,not-malayalam
പൊറിഞ്ചുവിനേക്കാൾ എനിക്ക് ജോസിനെയാണ് ഇഷ്ടപ്പെട്ടത്   ജോസ് പൊളിയല്ലേ,Not_offensive
Mass movie ka bap - Ajay vasudeve...,not-malayalam
Ithu  Verum unda alla Machinegun  Nirachum undayulla machinegun,Not_offensive
Ni arda vadha beeshani ondakan..patti ..inala vannu korach cinema edthpo ni ethanda vallya kopila producer ayen thonuna..pooy chathudeda mayre,Offensive_Targeted_Insult_Individual
5k dislikes,not-malayalam
ട്രെയിലർ കൊള്ളാം.. പക്ഷേ അഭിനയിക്കുന്നവരുടെ മുഖത്തൊക്കെ ഭാവങ്ങൾ ഉണ്ടായാൽ മതിയായിരുന്നു,Not_offensive
Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram,Offensive_Untargetede
Best of luck  Laletta  From Rajuvettan fans,not-malayalam
ഇതിന്റെ ഇടയിൽ  Avengers ine കണ്ടവർ like adi,Not_offensive
Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe,Offensive_Untargetede
ഇട്ടിമാണീ ഞാൻ ഞെട്ടി മാണീ !! ഇട്ടിമാണി മനസ്സാണ് സമ്മതിച്ചു .! ഇനി മാസ്സ് തിയറ്ററിൽ കാണണം !!!,Not_offensive
Niruthu da yenna voice ....tamil la release pannunga pa,not-malayalam
Ettavum kooduthal like kittiya comment akkanam ithu,Not_offensive
Endu avinja monthaya Ivanu.. Body orumathiri arichakk pole,Offensive_Targeted_Insult_Individual
ഈ സിനിമ കണ്ടിട്ട് ഷാരുഖാനറെ ഫാൻ സിനിമ ഓര്മവന്നവർ  ഉണ്ടോ,Not_offensive
പൈസ തന്നു വെറുതെ കൊണ്ട് പോയി കാണിക്കാം എന്ന് പറഞ്ഞാലും.. ഞാൻ കാണാൻ പോകില്ല... ദിലീപ് പടം കാണുന്നത് ഇഷ്ടം അല്ല,Offensive_Targeted_Insult_Individual
Ward membareeee kandittille vaa 28 nu theatril vaa,Not_offensive
One & only mammangam ....... loading,not-malayalam
13 minutes 94k viewers  ith polikkum,Not_offensive
Thirunathe vullym ninda jappan sema payangarama yosikiringa,not-malayalam
ചിരി powli ഇക്ക അസുരൻ on the way makkale,Not_offensive
1300 samoohika virudhar lalappan pans so called wastes vannu kazhinju. Teaser kananam dis like adikkanam ponam e chavali pattikalkku,Offensive_Targeted_Insult_Group
Paat pole alla mone..... Ith polikkum,Not_offensive
Raja soladha seyva seyyunath mattum thaan solva,not-malayalam
Unda ude teaser kandit vannavar like adich  hajar avendathanu,Not_offensive
happy birthday to my idol mamookka! luv u ikka,not-malayalam
ഇന്നലെ ഇക്കാന്റെ ടീസർ വന്നു ഇന്ന് ഏട്ടന്റെ ട്രെയ്‌ലർ  ലാലേട്ടന്റെ ഈ പടത്തിന് ഇക്കാ ഫാൻസിന്റെ വിജയാശംസകൾ,Not_offensive
ufff All All Die hard ikka fans like here....,not-malayalam
verum  nadathavum iruttavum mathrame  ullu,Not_offensive
Powerful. Actor  Manju  variyar.  Super,not-malayalam
ഇത് പൊളിക്കും എന്നാ തോന്നുന്നത് .... എന്നാ റിലീസ് .....,Not_offensive
Im Prithiviraj fan from tamilnadu... Love it,not-malayalam
പടം കണ്ടു... ക്ലൈമാക്സിലെ fight വരെ പടം കിടിലൻ... പക്ഷെ,Not_offensive
Tamilnadu Mamuka fans hit like heare,not-malayalam
Subscribe vendavar vaa Vamban  offer 1 SUBSCRIBE 1 Like,Not_offensive
ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...,Offensive_Targeted_Insult_Individual
Soubin ikka koode ഉള്ളത് കാരണം നമ്മുടെ ഫോട്കൊച്ചി കാർക് അഭിമാനമാ,Not_offensive
at 1:08min,not-malayalam
Joshy ee ottaperu mathitto namukku polikyaan,Not_offensive
Hindi me kabhi aayega trailer and movie,not-malayalam
എത്ര പ്രാവശ്യം കണ്ട് കാണുമോ എന്തോ... പൊളി...,Not_offensive
ട്രെയിലർ കൊള്ളാം... പക്ഷേ പക്ഷേ ആ ഊള  അലൻസിയർ മാത്രം വേണ്ടായിരുന്നു.. ഇതുപോലുള്ള വൃത്തികെട്ട അവന്മാരെ വളർത്തുന്ന മലയാള സിനിമയുടെ പ്രവണത നിർത്തണം....,Offensive_Targeted_Insult_Individual
Am Tamil but I love Malayalam movies...kumbalangi nights heroine,not-malayalam
Lalaten fan onnu ange like poratta,Not_offensive
Thalaivar dialogue super enga ponalum super star mass,not-malayalam
ലാലേട്ടൻ മാർഗംകളി വേറെ ലെവൽ .സൂപ്പർ സോങ്,Not_offensive
Delipettan Manasvekkathe ninte oru padam polum vijayikkilla,Offensive_Targeted_Insult_Individual
E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....,Not_offensive
ALL THE  BEST LALETTAN & TEAM.........,not-malayalam
trailer  verunathin munbe ore kariym parayam..   ee onam ettanum pillerum agade edukkuva,Not_offensive
I im tamil nadu i love nivin pouly,not-malayalam
ട്രെയ്‌ലർ പൊളിച്ചു.... ഇനി പടം കൂടി പൊളിച്ചാൽ നന്നായി..... ഉള്ളി പൊളിച്ചപോലെയാവാണ്ടിരുന്നാൽ മതിയായിരുന്നു.....,Not_offensive
big fan of lalettan from tamilnadu,not-malayalam
Thala Ajith Kumar viswasam  Intro,Not_offensive
Jayasurya MASS Look! And super trailer,not-malayalam
ഇങ്ങനേയും പറ്റിക്യമോ സാറേ  എഡിറ്റിംഗോഡ് എഡിറ്റിംഗ്,Not_offensive
Mallus reply to Bahubali Nd syeraaa vaa daw mamookaaaa,not-malayalam
Namalla natill oru thann ind name sinana,Not_offensive
Twitter la thalaivar tweet aa Paathu vanthavanga yaaru,not-malayalam
ട്രൈലെർ കണ്ടിട്ട് ലിജോ ജോസ് പെല്ലിശേരി സംവിധാനം പോലെ തോന്നിയത് എനിക്ക് മാത്രമാണോ,Not_offensive
ഡീഗ്രേഡ് തായോ ളി കൾ വരെ കയ്യടിച്ചു പോകും അജ്ജാതി ദബാംഗ് മാസ്,Offensive_Untargetede
ithu polikkum .  njagada bakathu ninnu eallavitha support unddakvum,Not_offensive
ഒരിക്കലും മോഹൻ ലാലിന് മുസ്ലിം ഭാഷ ശരിയാകില്ല ലാലിന് ലാലിൻറെ ഭാഷ മാത്രമേ പറയാൻ പറ്റു വളരെ മോശം സംഭാഷണമാണ് ഇപ്പോൾ ലാൽ പറഞ്ഞത് ഈ സിനിമ എട്ടു നിലയിൽ പൊട്ടും,Offensive_Targeted_Insult_Individual
Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla... Padathil anaganills super..,Not_offensive
mohanlal fans from tamilnadu please make him mega movie release in tamil at same relese date,not-malayalam
ആാ നാലു വർഷം..അത് ഉണ്ടാകിയ ഓളം.,Not_offensive
SHOOTING LOCATION :  PAYYANUR SUBRAMANI SWAMI TEMPLE,not-malayalam
ഇതു പോലെ ഒരു അവതാരം  ഇനി മലയാള സിനിമക്ക് കിട്ടില്ല i love you ലാലേട്ടൻ സൂപ്പർ പൊളിച്ചു.....  iam waiting your move....,Not_offensive
Mass ka baap ka BAAPP,not-malayalam
Joy thakkolkaaranil ninnum oru massZz change,Not_offensive
Dislike butten are stoped....still running for like butten....ettan effect...,not-malayalam
Ettanay kanan vendiii veendum veendum varunnay njn mathrano,Not_offensive
Adutha kettu manakunu. Anu Sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!,Offensive_Targeted_Insult_Individual
ethil pritvi kanum en manas parayunnu,Not_offensive
Wow I'm from Punjab veere,not-malayalam
Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla,Not_offensive
16 hours 2.5M views   261K Likes   #lalettan,not-malayalam
At last superstar rajinikanth dialogue,not-malayalam
Ithra pettenn 12 k likes,Not_offensive
Aaz dki hindi dub #vivek oberoie osm movie h,not-malayalam
എന്തൊരു look എന്റമ്മച്ചി. കട്ട കലിപ്പ് look തന്നെ,Not_offensive
212k wtf?  202 k likes and 20k dislike?,not-malayalam
Sunny chechiyee kannan vannavar like adi...,Not_offensive
സ്റ്റേജിൽ വർക്കിയെ (സലീംകുമാർ ചേട്ടൻ) ശ്രദ്ധിച്ചവർ ലൈക് അടിക്,Not_offensive
Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu,Offensive_Targeted_Insult_Individual
Putiya channela onnu subscribe cheyamoo plzzz,Not_offensive
HI FRIENDS. PLEASE SUBSCRIBE AND SUPPORT MY NEW CHANNEL PROMOTING ONLY LALETTAN VIDEOS .,not-malayalam
Ikka fance orikkalum madura raja iragiyaal thallaruth vere onnum alla ath laalettan lucifer film cheyyunud,Not_offensive
എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു... കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം... ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു... മമ്മൂക്ക ക്ഷമിക്കണം..,Offensive_Targeted_Insult_Individual
Padam ettunila pottum ennu urappullavar like..,Not_offensive
I love lalettan I miss you,not-malayalam
Varunnathu manthriyo bhadano alla rajavanu rajavu,Not_offensive
Mammooka looks badass but editing shokam,not-malayalam
Ikkaa ikkaaa ..ente chomanna jatty kandaa,Not_offensive
I am      Waiting,not-malayalam
Im Prithiviraj fan from tamilnadu... Love it,not-malayalam
Dislike adikkunna teams aranenn manasilaayo makkale....,Not_offensive
open for online job for,not-malayalam
ethentha lalettan thanneyano dout akunnu,Not_offensive
9:55 am ge odeya teaser link . set remander,not-malayalam
അമ്മച്ചി കാണിക്കുന്ന സ്നേഹം ഒന്നും അപ്പന് അമ്മച്ചിയോടില്ല... ഇല്ലേൽ അങ്ങോട്ട് വിളിക്കാതിരിക്കോ,Not_offensive
Telugu mamoothy fan ikada o veskondi,not-malayalam
Thirunavayile arenkilum undo  Trailer like cheyan marakanda,Not_offensive
മവനെ കൊല ഗാൻഡിൽ ഇറുക്ക് കൊല്ലാമേ വിടമാട്ടെ...,not-malayalam
Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole,Not_offensive
3 millon view in 21 hours..voww,not-malayalam
Raja raja raja...madhura veera raja,Not_offensive
enii orikalum nii oru film um direct cheyalle poda V ASree kumari,Offensive_Targeted_Insult_Individual
Surajettan &  soubinkka   powli combo,Not_offensive
penned by my best buddies  Jebandii and sharissikka .....blast karoo :),not-malayalam
Appo nammalellavarum views & Like ethrayayenn nokkan vannatha,Not_offensive
Too good ....shyju khilad again ... wonderful work,not-malayalam
പടം മാസ്സ് എന്ന് പറഞാ കുറഞ്ഞ് പോകും,Not_offensive
History  of Mamangam in Malayalam,not-malayalam
ഈ സിനിമയുടെ തിരക്കഥ ലിസി ജോയി എന്നൊരു എഴുത്തുകാരിയുടെ നോവലിലെ കഥ എടുത്തു എഴുതിയതാണെന്ന് ഫേസ്ബുക്കിലും,Not_offensive
Wow.. Trending no 1 ... Poduda visila..adra melathai,not-malayalam
Thallu vidunna moopanu pakaram appan  Daddy girija  Peter hein fight ( parannadi) Pulikk pakaram patti  Pinne mainayum same costume (Anushree)  .,Not_offensive
Oooooooothaaaaaaaaaa devudiya mayangala youtupe ponanle indha devudiya paiya trailer thaaa varuthu kandaraoli mavanugala,not-malayalam
Srk yuda fan cinema orama varunu,Not_offensive
Like Like    Like Like   Like Like Like Like  Like,not-malayalam
Last dialogue semma la,not-malayalam
മലയാളത്തിൽ നിന്നും ഒരു രാക്ഷസൻ ലെവൽ ഐറ്റം. .   Click ആയാൽ ചാക്കോച്ചന്റെ കോടി ക്ലബിലേക്കുള്ള entry ആവും. .,Not_offensive
